,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
585,Christchurch,NZ,-43.5333,172.6333,64.0,88,90,14.97,overcast clouds,0.0,0.0
586,Binzhou,CN,37.3667,118.0167,19.99,89,0,2.57,clear sky,0.0,0.0
587,Hami,CN,42.8,93.45,11.97,76,0,1.41,clear sky,0.0,0.0
588,Byron Bay,AU,-28.65,153.6167,73.4,88,58,5.75,broken clouds,0.0,0.0
589,Bure,ET,10.7,37.0667,64.18,33,66,9.44,broken clouds,0.0,0.0
590,Krasnoselkup,RU,65.7,82.4667,-9.35,90,100,10.25,overcast clouds,0.0,0.0
591,Palauig,PH,15.435,119.9045,77.18,77,5,3.65,clear sky,0.0,0.0
592,Yolombo,CO,6.5984,-75.0114,73.4,53,40,9.22,scattered clouds,0.0,0.0
593,La Rioja,ES,42.25,-2.5,44.6,70,75,13.8,broken clouds,0.0,0.0
594,Nynashamn,SE,58.9034,17.9479,24.01,90,17,12.75,few clouds,0.0,0.0
595,Tucuman,AR,-26.8241,-65.2226,93.2,59,20,6.91,few clouds,0.0,0.0
596,Grants,US,35.1473,-107.8514,53.6,13,1,21.85,clear sky,0.0,0.0
597,Mapiri,BO,-15.25,-68.1667,83.07,55,57,3.06,broken clouds,0.0,0.0
598,Ambilobe,MG,-13.2,49.05,75.72,92,87,2.28,overcast clouds,0.0,0.0
599,Dzidzantun,MX,21.25,-89.05,77.52,56,100,2.75,overcast clouds,0.0,0.0
600,Rach Gia,VN,10.0167,105.0833,69.8,100,0,2.3,clear sky,0.0,0.0
601,San Pedro,PH,14.35,121.0167,78.01,83,40,2.3,scattered clouds,0.0,0.0
602,Katobu,ID,-4.9408,122.5276,76.68,90,100,5.55,overcast clouds,0.1,0.0
603,San Juan,AR,-31.5375,-68.5364,94.78,26,11,11.03,few clouds,0.0,0.0
604,Egvekinot,RU,66.3167,-179.1667,-6.34,93,100,16.82,light snow,0.0,0.2
605,Lyngseidet,NO,69.5763,20.2189,37.4,93,75,4.61,light snow,0.0,0.25
606,Bereda,ES,43.2686,-7.5406,37.99,100,43,1.99,scattered clouds,0.0,0.0
607,North Bend,US,43.4065,-124.2243,59.0,94,75,6.91,broken clouds,0.0,0.0
608,Hede,CN,33.7681,120.2517,30.09,94,1,8.52,clear sky,0.0,0.0
609,Melchor De Mencos,GT,17.0686,-89.1522,84.2,65,75,4.61,light rain,0.15,0.0
610,Makakilo City,US,21.3469,-158.0858,82.4,54,1,1.3,clear sky,0.0,0.0
611,Brandon,US,27.9378,-82.2859,75.2,60,75,19.57,broken clouds,0.0,0.0
612,Koraput,IN,18.8167,82.7167,57.63,57,0,2.37,clear sky,0.0,0.0
613,Sebrovo,RU,50.0981,43.2976,19.99,92,100,12.8,snow,0.0,0.64
614,Houston,US,29.7633,-95.3633,61.0,17,1,21.85,clear sky,0.0,0.0
615,Nhulunbuy,AU,-12.2333,136.7667,77.0,100,40,4.61,scattered clouds,0.0,0.0
616,Launceston,AU,-41.45,147.1667,48.99,93,40,0.89,scattered clouds,0.0,0.0
617,Gravdal,NO,68.1214,13.5031,33.8,93,75,3.44,broken clouds,0.0,0.0
618,Tigil,RU,57.8,158.6667,-14.66,90,7,2.51,clear sky,0.0,0.0
619,Alta Floresta,BR,-9.8756,-56.0861,81.28,86,53,3.33,moderate rain,2.9036,0.0
620,Jardim,BR,-21.4803,-56.1381,83.28,77,74,6.38,moderate rain,1.03,0.0
621,Comodoro Rivadavia,AR,-45.8667,-67.5,64.4,68,40,6.91,scattered clouds,0.0,0.0
622,Along,IN,28.1667,94.7667,53.37,83,28,0.92,scattered clouds,0.0,0.0
623,Nachalovo,RU,46.338,48.2013,30.2,86,75,13.42,broken clouds,0.0,0.0
624,Pueblo,US,38.2545,-104.6091,43.0,21,1,8.05,clear sky,0.0,0.0
625,Mancio Lima,BR,-7.6142,-72.8958,86.0,74,75,4.61,light rain,0.47,0.0
626,Namatanai,PG,-3.6667,152.4333,79.66,77,100,0.47,light rain,0.57,0.0
627,Ixtapa,MX,20.7,-105.2,73.4,68,75,8.05,broken clouds,0.0,0.0
628,Kudahuvadhoo,MV,2.6708,72.8944,81.28,69,25,9.82,scattered clouds,0.0,0.0
629,Itoman,JP,26.1247,127.6694,60.8,88,20,3.44,few clouds,0.0,0.0
630,Moindou,NC,-21.6924,165.677,78.8,94,0,2.3,clear sky,0.0,0.0
631,Yumen,CN,40.2833,97.2,8.74,76,81,10.18,broken clouds,0.0,0.0
632,Pimenta Bueno,BR,-11.6725,-61.1936,79.21,81,84,5.14,broken clouds,0.0,0.0
633,Yarada,IN,17.65,83.2667,69.8,100,0,2.3,mist,0.0,0.0
634,Morant Bay,JM,17.8815,-76.4093,84.2,65,20,19.57,few clouds,0.0,0.0
635,Karla,EE,59.3723,24.9275,17.6,86,90,8.05,light snow,0.0,0.45
636,Natal,BR,-5.795,-35.2094,82.4,74,40,16.11,scattered clouds,0.0,0.0
637,East Wenatchee Bench,US,47.4257,-120.2812,39.0,80,1,3.44,clear sky,0.0,0.0
638,Sabang,ID,5.8933,95.3214,80.19,77,100,3.89,light rain,0.14200000000000002,0.0
639,Morehead,US,37.2711,-87.1764,45.0,33,90,8.05,overcast clouds,0.0,0.0
640,Ha Tinh,VN,18.3333,105.9,62.37,92,90,1.99,overcast clouds,0.0,0.0
641,Katherine,AU,-14.4667,132.2667,78.8,89,100,2.3,overcast clouds,0.0,0.0
642,Nioki,CD,-2.7167,17.6833,75.15,73,93,1.39,overcast clouds,0.0,0.0
643,Marsaxlokk,MT,35.8419,14.5431,57.0,67,20,21.85,few clouds,0.0,0.0
644,Krasnyy Yar,RU,46.5331,48.3456,30.2,86,75,13.42,broken clouds,0.0,0.0
645,Genhe,CN,50.7833,121.5167,-26.5,84,87,2.93,overcast clouds,0.0,0.0
646,Whitehorse,CA,60.7161,-135.0538,28.4,80,75,16.11,snow,0.0,0.0
647,Cozumel,MX,20.5083,-86.9458,80.6,69,75,6.91,light rain,0.15,0.0
648,Qinggang,CN,46.6833,126.0833,-15.84,86,0,3.6,clear sky,0.0,0.0
649,Sakakah,SA,29.9697,40.2064,48.2,57,0,3.44,clear sky,0.0,0.0
650,Juneau,US,58.3019,-134.4197,42.8,81,90,13.8,light rain,0.25,2.29
651,Mayumba,GA,-3.432,10.6554,78.89,82,100,4.43,overcast clouds,0.0,0.0
652,Shingu,JP,33.7333,135.9833,49.44,76,36,4.74,scattered clouds,0.0,0.0
653,Pangody,RU,65.85,74.4859,-0.13,93,100,9.82,light snow,0.0,0.16
654,Sault Sainte Marie,CA,46.5168,-84.3333,37.4,70,90,11.5,overcast clouds,0.0,0.0
655,Smirnykh,RU,49.75,142.8333,-12.14,81,89,2.46,overcast clouds,0.0,0.0
656,Wanning,CN,18.8003,110.3967,66.2,89,72,1.86,broken clouds,0.0,0.0
657,Ambatondrazaka,MG,-17.8333,48.4167,70.61,92,100,1.9,overcast clouds,0.0,0.0
658,Ayacucho,PE,-13.1583,-74.2239,68.77,47,60,6.67,moderate rain,1.1,0.0
659,Mikkeli,FI,61.6886,27.2723,1.99,90,80,2.71,broken clouds,0.0,0.0
660,Mazara Del Vallo,IT,37.6641,12.588,55.0,87,40,26.46,light rain,0.42,0.0
661,Port Hardy,CA,50.6996,-127.4199,46.4,93,75,4.61,broken clouds,0.0,0.0
662,Port-Cartier,CA,50.0334,-66.8654,30.99,74,0,4.61,clear sky,0.0,0.0
663,Derzhavinsk,KZ,51.1,66.3167,16.79,90,100,11.9,overcast clouds,0.0,0.0
664,Quisqueya,DO,18.5554,-69.4081,86.0,54,75,4.61,broken clouds,0.0,0.0
665,Bardiyah,LY,31.7561,25.0865,59.63,66,8,17.25,clear sky,0.0,0.0
666,Dom Pedrito,BR,-30.9828,-54.6731,90.21,44,26,7.47,scattered clouds,0.0,0.0
667,Maceio,BR,-9.6658,-35.7353,82.4,69,75,17.27,broken clouds,0.0,0.0
668,Tambo,PE,-14.8,-73.9167,41.95,100,99,9.51,overcast clouds,0.0,0.0
669,Chapais,CA,49.7834,-74.8492,26.6,86,90,8.05,overcast clouds,0.0,0.0
670,Timizart,DZ,36.8,4.2667,45.09,80,22,3.62,few clouds,0.0,0.0
671,Tambura,SS,5.6,27.4667,73.81,27,99,1.43,overcast clouds,0.0,0.0
672,Vardo,NO,70.3705,31.1107,32.0,86,75,5.75,light snow,0.0,0.17
673,Sioni,GE,41.9895,45.0239,35.6,87,0,9.22,clear sky,0.0,0.0
674,Russell,US,32.3502,-85.1999,57.2,28,1,13.8,clear sky,0.0,0.0
675,Ibotirama,BR,-12.1853,-43.2206,87.24,47,89,2.01,overcast clouds,0.0,0.0
676,Mezen,RU,65.8522,44.24,-14.8,84,0,2.24,clear sky,0.0,0.0
677,Huadian,CN,42.9633,126.7478,-7.29,89,7,5.39,clear sky,0.0,0.0
678,Sainte-Suzanne,RE,-20.9061,55.6089,80.6,74,75,8.05,light rain,0.21,0.0
679,Janesville,US,42.6828,-89.0187,36.0,87,90,5.75,mist,0.0,0.0
680,Gull Lake,CA,50.1001,-108.4847,26.6,59,1,20.71,clear sky,0.0,0.0
681,Gigmoto,PH,13.7796,124.39,78.24,86,100,14.52,moderate rain,1.2654,0.0
682,Kenitra,MA,34.261,-6.5802,44.6,100,20,0.31,few clouds,0.0,0.0
683,Firozpur,IN,30.9167,74.6,46.4,93,90,5.75,fog,0.0,0.0
684,Ondjiva,AO,-17.0667,15.7333,74.68,28,44,9.06,scattered clouds,0.0,0.0
685,Mount Isa,AU,-20.7333,139.5,86.0,21,25,9.22,scattered clouds,0.0,0.0
686,Morondava,MG,-20.2833,44.2833,84.54,74,95,5.93,overcast clouds,0.0,0.0
687,Umm Kaddadah,SD,13.6017,26.6876,65.01,27,0,13.51,clear sky,0.0,0.0
688,Mangaratiba,BR,-22.9597,-44.0406,87.8,55,40,10.36,scattered clouds,0.0,0.0
689,Neepawa,CA,50.2289,-99.4664,23.0,80,90,9.22,overcast clouds,0.0,0.0
690,Andenes,NO,69.3143,16.1194,37.4,75,75,10.36,broken clouds,0.0,0.0
691,Londrina,BR,-23.3103,-51.1628,84.2,65,40,6.91,scattered clouds,0.0,0.0
692,San Policarpo,PH,12.1791,125.5072,80.85,85,88,6.53,overcast clouds,0.0,0.0
693,Kungurtug,RU,50.5994,97.5228,-19.05,80,45,1.88,scattered clouds,0.0,0.0
694,Ewa Beach,US,21.3156,-158.0072,82.4,54,1,1.54,clear sky,0.0,0.0
695,Uruguaiana,BR,-29.7547,-57.0883,87.8,70,90,5.75,moderate rain,1.87,0.0
